int_code,reg_code,name,sei_code,lat,lon,H,date_s,date_e,type
ADZR,ADZR,Андозеро,OBGSR,63.9295,38.2853,51,06.11.2015,,rds
AER.SM,AER,Аэрологическая,KAGSR,53.0858,158.554,80,01.01.1986,,sds
AHMR,AHMR,Ахметовская,OBGSR,44.1576,41.044,640,19.10.2012,09.11.2017,rds
AKAR,АКAR,Акташ,ASGSR,50.3252,87.621,1421,02.01.2001,,rds
AKAR.SM,АКAR,Акташ,ASGSR,50.3252,87.621,1421,02.01.2001,31.12.2012,sds
AKT,AKT,Ахты,DAGSR,41.4793,47.7148,1115,04.06.1974,,rds
AKT.SM,AHT,Ахты,DAGSR,41.4793,47.7148,1115,04.06.1974,17.10.2010,sas
ALDR,ALD,Алдан,YAGSR,58.61,125.41,662,01.10.1999,,rds
ALER,ALER,Александровское,KMGSR,44.7631,42.9136,510,13.10.2012,,rds
ALID,ALD,Алаид,KAGSR,50.8756,155.552,1400,08.08.2001,,lds
ALXA,ALXA,Алексеевка,ASGSR,54.93,82.587,133,28.02.2012,17.01.2019,rds
AMDE,AMDE,Амдерма,FCIAR,69.761,61.678,48,01.11.2010,04.10.2019,rds
AMDE,AMDE1,Амдерма,FCIAR,69.721,61.669,40,05.10.2019,,rds
AMDR,AMD,Амдерма,KOGSR,69.744,61.648,5,22.07.1983,01.05.2004,rds
ANDR,ANDR,Анадырь,NEGSR,64.732,177.487,108,25.12.2017,,rds
ANDR,ANDR,Анадырь,NEGSR,64.734,177.496,70,24.01.2003,24.12.2017,rds
ANN,-,Анапа,OBGSR,44.881,37.314,58,07.03.1968,,wds
APA,APA,Апатиты,KOGSR,67.569,33.405,182,01.07.1956,,wds
APA0,APO,Апатитская группа,KOGSR,67.606,32.992,240,01.10.1992,,rda
APC,APC,Апача,KAGSR,52.9257,157.133,120,24.02.1990,,rds
ARDR,ARDR,Арадан,ASGSR,52.58,93.428,958,06.08.1992,,rds
ARDR.SM,ARDR,Арадан,ASGSR,52.58,93.428,958,10.05.2012,01.01.2021,sds
ARHR,ARH,Архангельск,FCIAR,64.55,40.51,23,01.11.2002,08.11.2014,rds
ARKR,ARKR,Аракани,DAGSR,42.6021,46.9942,760,08.02.1989,,rds
ARNR,AD2,Ардон,NOGSR,43.1801,44.2841,420,28.10.2008,26.11.2017,rds
ARNR,ARNR,Ардон,NOGSR,43.176,44.289,429,27.11.2017,,rds
ARNR,AD2,Ардон,NOGSR,43.189,44.2792,428,24.10.2003,16.10.2008,rds
ARS,AРШ,Аршан,BAGSR,51.92,102.421,946,02.10.1960,,rds
ARS.SM,AРШ,Аршан,BAGSR,51.92,102.421,946,02.10.1960,,sds
ARTI,ARTI,Арти,OBGSR,56.3878,58.3849,350,09.09.2018,,wds
ARTR,ART,Артыбаш,ASGSR,51.798,87.281,511,26.07.1980,,rds
ARU,-,Арти,OBGSR,56.43,58.563,250,01.11.1970,27.09.2009,wds
ARU,-,Арти,OBGSR,56.4293,58.5615,260,27.09.2009,06.09.2018,wds
ARXR,ARXR,Архыз,KMGSR,43.562,41.2747,1501,17.11.2006,03.03.2020,rds
ASAK,ASA,Асача,KAGSR,52.3845,157.901,920,01.12.2008,,lds
ASR1,ASR1,Анжеро-Судженск-1,ASGSR,56.068,85.991,262,22.02.2011,06.05.2019,rds
ATKR,ATK,Артык,YAGSR,64.181,145.133,700,04.07.1988,01.08.2018,rds
AVH,AVH,Авача,KAGSR,53.264,158.74,942,16.01.1963,,rds
AVH.SM,AVH,Авача,KAGSR,53.264,158.74,942,06.09.2011,31.12.2015,sds
BA1R,BA1R,Уфа,OBGSR,54.58913,55.70862,114,06.08.2013,,rds
BALAH,BALAH,Балахонка,ASGSR,55.611,86.017,172,29.12.2014,,rds
BALAH.SM,BALAH,Балахонка,ASGSR,55.611,86.017,172,29.12.2014,,sds
BDR,BDR,Байдарная,KAGSR,56.568,161.208,720,08.10.2005,,lds
BELG,BELG,Белогорное,OBGSR,52.39215,47.62532,121,21.05.2014,,wds
BEYR,BEY,Белый Уголь,KMGSR,44.012,42.818,681,03.05.2003,,rds
BGT,BGT,Большое Голоустное,BAGSR,52.0453,105.407,466,14.06.2011,,rds
BILL,-,Билибино,NEGSR,68.0653,166.4531,320,01.08.1995,,wds
BJR1,BJR1,Бачатский-1,ASGSR,54.238,86.04,363,01.12.2014,,rds
BJR1.SM,BJR1,Бачатский-1,ASGSR,54.238,86.04,363,01.12.2014,,sds
BJR2,BJR2,Бачатский-2,ASGSR,54.281,86.127,301,27.11.2014,,rds
BJR2.SM,BJR2,Бачатский-2,ASGSR,54.281,86.127,301,27.11.2014,,sds
BJR3,BJR3,Бачатский-3,ASGSR,54.225,86.156,226,05.12.2014,,rds
BJR3.SM,BJR3,Бачатский-3,ASGSR,54.225,86.156,226,05.12.2014,,sds
BJR4,BJR4,Бачатский-4,ASGSR,54.301,86.275,221,03.12.2014,,rds
BJR4.SM,BJR4,Бачатский-4,ASGSR,54.301,86.275,221,03.12.2014,,sds
BKI,BKI,Беринг,KAGSR,55.194,165.984,12,20.11.1962,,wds
BKI.SM,BKI,Беринг,KAGSR,55.194,165.984,15,20.11.1962,,sds
BLSR,BLS,Булуус,YAGSR,61.36,129.03,90,27.03.2012,,rds
BMKR,БМН,Бомнак,SAGSR,54.71,128.849,342,23.10.2021,,rds
BMKR,БМН,Бомнак,SAGSR,54.71,128.849,342,01.11.1974,16.10.2015,rds
BMKR.SM,БМН,Бомнак,SAGSR,54.71,128.849,342,01.11.1974,,sds
BOD,БДБ,Бодайбо,BAGSR,57.819,114.005,245,04.11.1960,,rds
BOD.SM,БДБ,Бодайбо,BAGSR,57.819,114.005,245,04.11.1960,,sds
BRBA,BRBA,Баренцбург А,KOGSR,78.059,14.217,58,01.01.2001,,rds
BRBB,BRBB,Баренцбург Б,KOGSR,78.0935,14.208,80,01.01.2001,,rds
BRCR,BRCR,Берчикуль,ASGSR,55.635,88.2994,381,23.09.1999,,rds
BRCR.SM,BRCR,Берчикуль,ASGSR,55.635,88.2994,381,01.01.2013,14.06.2019,sds
BSTK,BST,Быстровка-2,ASGSR,54.568,82.653,121,10.04.2002,,rds
BSTK.SM,BST,Быстровка-2,ASGSR,54.568,82.653,121,30.03.2016,,sds
BT1,BT1,Байтуган-1,OBGSR,54.118,52.348,144,22.07.2014,,lds
BT2,BT2,Байтуган-2,OBGSR,54.242,52.372,325,18.07.2016,,lds
BT3,BT3,Байтуган-3,OBGSR,54.228,52.459,184,30.06.2017,,lds
BTGS,BTG,Батагай,YAGSR,67.656,134.625,127,12.03.1975,,rds
BTKR,BTKR,Батакоюрт,NOGSR,43.3722,44.5422,595,02.12.2005,,rds
BTLR,BTLR,Ботлих,DAGSR,42.6653,46.2192,970,19.11.1994,,rds
BTLR.SM,BTL,Ботлих,DAGSR,42.6653,46.2192,970,19.11.1994,28.06.2010,sas
BTMB,BTM,Бабушкин,BUGSR,51.6997,105.832,550,01.03.1999,28.02.2007,rds
BUJR,BUJR,Буйнакск,DAGSR,42.809,47.13,460,13.09.2000,,rds
BUJR.SM,BUJ,Буйнакск,DAGSR,42.8208,47.1039,480,13.09.2000,31.12.2011,sas
BYAR,БЛР,Белый Яр,ASGSR,61.261,73.235,40,01.04.2000,01.07.2004,rds
BZGR,BZG,Безымянный-Грива,KAGSR,55.9399,160.696,1150,22.08.2007,,rds
BZMR,BZM,Безымянный,KAGSR,55.935,160.49,1450,05.08.2006,,lds
BZP,BZP,Безымянный-Перевал,KAGSR,55.912,160.538,1556,01.09.2016,,lds
BZWR,BZW,Безымянный-Запад,KAGSR,55.965,160.497,1620,22.08.2007,,lds
CERR,CERR,Черёмушки,ASGSR,52.856,91.416,390,05.09.1990,,rds
CERR.SM,CERR,Черёмушки,ASGSR,52.856,91.416,390,01.01.2013,,sds
CGD,CGD,Чагда,YAGSR,58.7516,130.609,195,01.08.1968,,rds
CHBI,CHB,Чибит,ASGSR,50.3132,87.5034,1164,03.10.2003,,rds
CHBI.SM,CHB,Чибит,ASGSR,50.3132,87.5034,1164,03.10.2003,,sds
CIRR,CIR,Цирк,KAGSR,56.115,160.748,1450,16.10.1998,,lds
CIT,ЧТ,Чита,BAGSR,52.021,113.552,759,14.07.1970,,rds
CIT.SM,ЧТ,Чита,BAGSR,52.021,113.552,759,14.07.1970,,sds
CLNS,CHL,Чульман,YAGSR,56.837,124.893,745,01.07.1963,,rds
CRS,ЧР,Чара,BAGSR,56.9,118.269,700,11.11.1960,,rds
CRS.SM,ЧР,Чара,BAGSR,56.9,118.269,700,11.11.1960,,sds
CUR,CUR,Чаган-Узун,ASGSR,50.101,88.358,1740,13.02.2002,,rds
CUR.SM,CUR,Чаган-Узун,ASGSR,50.101,88.358,1740,13.02.2002,,sds
DALK,DAL,Дальний,KAGSR,53.0311,158.754,57,06.10.2009,,rds
DALK.SM,DAL,Дальний,KAGSR,53.0311,158.754,57,06.10.2009,,sds
DBC,DBC,Дубки,DAGSR,43.0216,46.841,850,01.03.1975,,rds
DBC.SM,DBC,Дубки,DAGSR,43.0216,46.841,850,01.03.1975,01.11.2008,sas
DEPR,DEP,Депутатский,YAGSR,69.39,139.9,320,27.08.2003,,rds
DGZ,DGZ,Джазатор,ASGSR,49.7005,87.4316,1606,20.08.2003,,rds
DGZ.SM,DGZ,Джазатор,ASGSR,49.7005,87.4316,1606,01.01.2013,,sds
DIGR,DIGR,Дигорское ущелье,NOGSR,42.89,43.57,1903,14.06.2018,,rds
DIGR,DIG,Дигорское ущелье,NOGSR,42.8994,43.5807,1903,01.07.2004,13.06.2018,rds
DJO,DJO,Джой,ASGSR,52.782,91.218,553,10.01.2012,,rds
DJO.SM,DJO,Джой,ASGSR,52.782,91.218,553,01.01.2013,,sds
DJOS,DJOS,Джойская Сосновка,ASGSR,52.795,91.398,569,03.02.2011,,rds
DJOS.SM,DJOS,Джойская Сосновка,ASGSR,52.795,91.398,569,01.01.2013,,sds
DLMR,DLMR,Дылым,DAGSR,43.073,46.6187,660,08.09.1974,,rds
DLMR.SM,DLM,Дылым,DAGSR,43.073,46.6187,660,08.09.1974,31.12.2011,sas
DOMR,DOMR,Домбай,KMGSR,43.292,41.624,1608,25.10.2006,,rds
DRN,DRN,Дербент,DAGSR,42.0204,48.3318,-20,25.06.1975,01.06.2015,rds
DRN,DRN,Дербент,DAGSR,41.9976,48.3392,-21,05.11.2015,,rds
DVE,DVE,Ведено,OBGSR,42.9569,46.1261,800,01.07.2011,,rds
EKMR,ЭКМ,Экимчан,SAGSR,53.073,132.949,530,01.12.1979,,rds
EKMR.SM,ЭКМ,Экимчан,SAGSR,53.073,132.949,530,01.12.1979,21.09.2015,sds
ELDR,ELDR,Еланда (Эланда),ASGSR,51.2173,86.0896,472,04.10.2002,,rds
ELDR.SM,ELDR,Еланда (Эланда),ASGSR,51.2173,86.0896,472,28.07.2017,,sds
ELT,ELT,Ельцовка,ASGSR,53.261,86.239,235,05.07.1962,,rds
ELT.SM,ELT,Ельцовка,ASGSR,53.261,86.239,235,01.01.2013,,sds
ERBR,ERBR,Еремизино-Борисовская,KMGSR,45.7146,40.4835,286,07.10.2009,,rds
ERNS,ERNS,Эрзин,ASGSR,50.265,95.161,1110,03.06.1964,,rds
ERNS.SM,ERNS,Эрзин,ASGSR,50.265,95.161,1110,03.06.1964,,sds
ERU,ERU,Ерунаковская,ASGSR,54.14,87.384,358,20.06.2015,,rds
ERU.SM,ERU,Ерунаковская,ASGSR,54.14,87.384,358,20.06.2015,,sds
ESO,ESO,Эссо,KAGSR,55.9316,158.695,490,24.11.1965,,rds
ESO.SM,ESO,Эссо,KAGSR,55.9316,158.695,490,21.11.2013,,sds
EVEN,EVEN,Эвенск,NEGSR,61.914,159.229,17,23.11.2008,,rds
FFNB,FFN,Фофоново,BUGSR,52.048,106.765,564,01.08.1999,,rds
FRSO,FRSV,Фирсово,SAGSR,47.64,142.558,11,01.11.2008,,lds
GADL,GADL,Гадля,NEGSR,59.667,151.319,27,23.10.2015,,rds
GALT,GATR,Горно-Алтайск,ASGSR,51.959,85.946,303,28.02.2012,,rds
GALT.SM,GATR,Горно-Алтайск,ASGSR,51.959,85.946,303,28.02.2012,,sds
GASM.SM,GASM,Горно-Алтайск (Администрация),ASGSR,51.959,85.96,298,18.10.2017,17.11.2017,sds
GELR,GELR,Геленджик,OBGSR,44.5803,37.9867,70,17.07.2017,10.07.2019,rds
GL1R,GL1R,Геленджик,OBGSR,44.5485,38.0696,60,01.05.2013,16.07.2017,rds
GLDR,GLDR,Гладковский,OBGSR,44.983,37.721,230,07.10.2018,,rds
GLVR.TSU,ГЛВ,Головнино,SAGSR,43.7386,145.519,10,01.10.2011,03.07.2020,tds
GNBR,GNBR,Гуниб,DAGSR,42.3893,46.9638,1210,07.07.1999,,rds
GNBR.SM,GNB,Гуниб,DAGSR,42.3893,46.9638,1210,07.07.1999,19.09.2008,sas
GNL,GNL,Ганалы,KAGSR,53.695,157.942,1200,15.01.1988,,lds
GOF,-,Гофицкое,OBGSR,45.058,43.043,293,11.03.1994,20.07.2016,rds
GOFR,GOFR,Гофицкое,OBGSR,45.0838,43.0485,225,20.07.2016,,rds
GORB,GOR,Горячинск,BUGSR,52.986,108.285,480,24.07.2011,,rds
GOYR,GOYR,Гойтх,OBGSR,44.2471,39.377,300,29.09.2015,,rds
GRL,GRL,Горелый,KAGSR,52.554,158.073,1400,14.08.1980,,lds
GRNR,ГРН,Горный,SAGSR,50.763,136.449,470,01.12.1978,,rds
GRNR.SM,ГРН,Горный,SAGSR,50.757,136.44,512,01.12.1978,13.08.2005,sas
GROC,GRO,Грозный,OBGSR,43.2027,45.7961,198,15.04.2008,,rds
GRPR.TSU,ТМН,Туман,SAGSR,43.9927,145.772,140,01.09.2011,01.02.2016,tds
GRTR,GRT,Горнотаёжное,SAGSR,43.701,132.163,256,23.08.2006,30.09.2022,rds
GRVA,GRV,Грива,IGKR,60.577,50.781,184,03.03.2011,24.12.2018,lds
GRYR,GRYR,Горное,OBGSR,44.1165,41.0936,740,12.11.2017,,rds
GUMR.RT,GUM,Гумбаши,KMGSR,43.776,42.247,2312,01.01.1990,12.07.2004,rdt
GUZR,GUZR,Гузерипль,OBGSR,43.9963,40.1184,822,15.06.2012,,rds
GZL,GZL,Железногорск,ASGSR,56.265,93.542,165,29.08.2002,,rds
GZL.SM,GZL,Железногорск,ASGSR,56.265,93.542,165,01.12.2012,,sds
GZLN,GZLN,Железногорск-2,ASGSR,56.383,93.767,212,24.12.2012,,rds
GZLN.SM,GZLN,Железногорск-2,ASGSR,56.383,93.767,212,24.12.2012,,sds
HABR,HABR,Хабаровск,OBGSR,48.473,135.052,58,01.04.2005,28.10.2019,wds
HMA,ХМН,Ханты-Мансийск,ASGSR,60.991,69.029,40,01.04.2000,31.12.2003,rds
HNZR,HNZR,Хунзах,DAGSR,42.5582,46.7167,1675,06.10.2016,,rds
HRMR,HRM,Хурамша,BUGSR,51.6281,106.955,620,01.04.1997,,rds
IENR,IEN,Иенгра,YAGSR,56.224,124.857,860,10.07.2004,01.06.2017,rds
IN0,IN0,Инта,IGKR,66.013,60.22,71,04.08.2021,,lds
INSR,INS,Институт,KAGSR,53.0665,158.609,165,01.01.1974,31.12.2013,lds
IRK,ИРК,Иркутск,BAGSR,52.243,104.271,467,02.12.1901,,wds
